== ID ==,== Velocity (Kh/h) ==,== Atual route ==,== Distance traveled(m) ==,== Destination ==,== Distance from destination(m) ==,== TYPE ==,== Batery level(%) ==,== timestamp ==
veh_1,46.1,E104,361.2,E104,78.7,ElectricBus,30.4,61.5
veh_1,47.6,E104,367.8,E104,72.1,ElectricBus,30.3,62.0
veh_1,49.2,E104,374.6,E104,65.3,ElectricBus,30.3,62.5
veh_1,49.6,E104,381.5,E104,58.4,ElectricBus,30.3,63.0
veh_1,49.2,E104,388.3,E104,51.6,ElectricBus,30.3,63.5
veh_1,49.8,E104,395.3,E104,44.7,ElectricBus,30.3,64.0
veh_1,49.8,E104,402.2,E104,37.7,ElectricBus,30.3,64.5
veh_1,49.7,E104,409.1,E104,30.8,ElectricBus,30.3,65.0
veh_1,49.6,E104,416.0,E104,23.9,ElectricBus,30.2,65.5
veh_1,49.3,E104,422.8,E104,17.1,ElectricBus,30.2,66.0
veh_1,49.1,E104,429.6,E104,10.3,ElectricBus,30.2,66.5
veh_1,50.0,E104,436.6,E104,3.3,ElectricBus,30.2,67.0
