== ID ==,== Velocity (Kh/h) ==,== Atual route ==,== Distance traveled(m) ==,== Destination ==,== Distance from destination(m) ==,== TYPE ==,== Batery level(%) ==,== timestamp ==
veh_0,19.9,-E83,188.7,E116,892.2,evehicle,28.6,420.5
veh_0,42.2,-E42,216.1,E116,864.8,evehicle,28.5,423.5
veh_0,46.4,-E42,222.6,E116,858.3,evehicle,28.5,424.0
veh_0,50.2,-E42,229.5,E116,851.4,evehicle,28.5,424.5
veh_0,51.2,-E42,236.6,E116,844.3,evehicle,28.5,425.0
veh_0,52.4,-E42,243.9,E116,837.0,evehicle,28.4,425.5
veh_0,51.3,-E42,251.0,E116,829.9,evehicle,28.4,426.0
veh_0,51.7,-E41,258.2,E116,822.7,evehicle,28.4,426.5
veh_0,51.7,-E41,265.4,E116,815.5,evehicle,28.4,427.0
veh_0,52.9,-E41,272.7,E116,808.2,evehicle,28.4,427.5
veh_0,52.5,-E41,280.0,E116,800.9,evehicle,28.4,428.0
veh_0,52.9,-E41,287.4,E116,793.5,evehicle,28.4,428.5
veh_0,52.6,-E41,294.7,E116,786.2,evehicle,28.4,429.0
veh_0,51.2,-E38,316.0,E116,764.9,evehicle,28.4,430.5
veh_0,51.5,-E38,323.1,E116,757.8,evehicle,28.4,431.0
veh_0,52.6,-E38,330.4,E116,750.5,evehicle,28.4,431.5
veh_0,52.0,-E38,337.6,E116,743.3,evehicle,28.4,432.0
veh_0,51.4,-E38,344.8,E116,736.1,evehicle,28.4,432.5
veh_0,52.0,-E38,352.0,E116,728.9,evehicle,28.4,433.0
veh_0,51.6,-E35,359.2,E116,721.7,evehicle,28.4,433.5
veh_0,50.9,-E35,366.2,E116,714.7,evehicle,28.4,434.0
veh_0,51.1,-E35,373.3,E116,707.6,evehicle,28.4,434.5
veh_0,50.9,-E35,380.4,E116,700.5,evehicle,28.4,435.0
veh_0,51.2,-E35,387.5,E116,693.4,evehicle,28.4,435.5
veh_0,51.5,-E32,416.2,E116,664.7,evehicle,28.4,437.5
veh_0,52.8,-E32,423.5,E116,657.4,evehicle,28.4,438.0
veh_0,50.9,-E32,430.6,E116,650.3,evehicle,28.4,438.5
veh_0,52.0,-E32,437.8,E116,643.1,evehicle,28.4,439.0
veh_0,51.7,-E32,445.0,E116,635.9,evehicle,28.4,439.5
veh_0,51.4,-E32,452.1,E116,628.8,evehicle,28.4,440.0
veh_0,50.8,-E29,459.2,E116,621.7,evehicle,28.4,440.5
veh_0,51.1,-E29,466.3,E116,614.6,evehicle,28.4,441.0
veh_0,51.4,-E29,473.5,E116,607.4,evehicle,28.4,441.5
veh_0,51.2,-E29,480.6,E116,600.3,evehicle,28.4,442.0
veh_0,52.2,-E29,487.8,E116,593.1,evehicle,28.4,442.5
veh_0,52.2,-E29,495.1,E116,585.8,evehicle,28.4,443.0
veh_0,50.9,-E4,516.5,E116,564.4,evehicle,28.4,444.5
veh_0,51.2,-E4,523.6,E116,557.3,evehicle,28.4,445.0
veh_0,52.4,-E4,530.9,E116,550.0,evehicle,28.4,445.5
veh_0,51.3,-E4,538.1,E116,542.8,evehicle,28.4,446.0
veh_0,52.0,-E4,545.3,E116,535.6,evehicle,28.4,446.5
veh_0,47.8,-E3,566.2,E116,514.7,evehicle,28.4,448.0
veh_0,50.8,-E3,573.3,E116,507.6,evehicle,28.4,448.5
veh_0,42.7,-E3,579.2,E116,501.7,evehicle,28.4,449.0
veh_0,35.2,-E3,584.1,E116,496.8,evehicle,28.4,449.5
veh_0,27.1,-E3,587.8,E116,493.1,evehicle,28.5,450.0
veh_0,19.0,-E3,590.5,E116,490.4,evehicle,28.5,450.5
veh_0,22.6,-pitagoras,603.2,E116,477.7,evehicle,28.5,452.5
veh_0,27.1,-pitagoras,607.0,E116,473.9,evehicle,28.5,453.0
veh_0,30.5,-pitagoras,611.2,E116,469.7,evehicle,28.4,453.5
veh_0,34.7,-pitagoras,616.0,E116,464.9,evehicle,28.4,454.0
veh_0,35.6,-pitagoras,621.0,E116,459.9,evehicle,28.4,454.5
veh_0,27.9,-pitagoras,624.8,E116,456.1,evehicle,28.5,455.0
veh_0,21.7,-pitagoras,627.8,E116,453.1,evehicle,28.5,455.5
veh_0,37.0,joulesA,654.3,E116,423.9,evehicle,28.4,458.5
veh_0,39.4,joulesA,659.8,E116,418.4,evehicle,28.4,459.0
veh_0,41.9,joulesA,665.6,E116,412.6,evehicle,28.4,459.5
veh_0,46.3,joulesA,672.0,E116,406.2,evehicle,28.4,460.0
veh_0,50.2,joulesA,679.0,E116,399.2,evehicle,28.3,460.5
veh_0,52.3,joulesA,686.2,E116,391.9,evehicle,28.3,461.0
veh_0,51.9,joulesA,693.5,E116,384.7,evehicle,28.3,461.5
veh_0,52.4,joulesA,700.7,E116,377.4,evehicle,28.3,462.0
veh_0,52.0,joulesA,707.9,E116,370.2,evehicle,28.3,462.5
veh_0,51.8,joulesA,715.1,E116,363.0,evehicle,28.3,463.0
veh_0,51.6,joulesA,722.3,E116,355.9,evehicle,28.3,463.5
veh_0,51.8,joulesA,729.5,E116,348.7,evehicle,28.3,464.0
veh_0,52.2,joulesA,736.7,E116,341.4,evehicle,28.3,464.5
veh_0,52.5,joulesA,744.0,E116,334.1,evehicle,28.3,465.0
veh_0,52.3,joulesA,751.3,E116,326.9,evehicle,28.3,465.5
veh_0,52.1,joulesA,758.5,E116,319.6,evehicle,28.3,466.0
veh_0,51.3,joulesA,765.7,E116,312.5,evehicle,28.3,466.5
veh_0,52.6,joulesA,773.0,E116,305.2,evehicle,28.3,467.0
veh_0,51.3,joulesA,780.1,E116,298.1,evehicle,28.3,467.5
veh_0,51.2,joulesA,787.2,E116,291.0,evehicle,28.3,468.0
veh_0,52.7,joulesA,794.5,E116,283.6,evehicle,28.3,468.5
veh_0,52.6,joulesA,801.8,E116,276.3,evehicle,28.3,469.0
veh_0,53.0,joulesA,809.2,E116,269.0,evehicle,28.3,469.5
veh_0,50.3,joulesA,816.2,E116,262.0,evehicle,28.3,470.0
veh_0,42.2,joulesA,822.0,E116,256.1,evehicle,28.3,470.5
veh_0,35.9,joulesA,827.0,E116,251.1,evehicle,28.4,471.0
veh_0,27.8,joulesA,830.9,E116,247.3,evehicle,28.4,471.5
veh_0,36.0,-E105,858.7,E116,219.4,evehicle,28.4,475.0
veh_0,38.6,-E105,864.1,E116,214.1,evehicle,28.3,475.5
veh_0,42.1,-E105,869.9,E116,208.2,evehicle,28.3,476.0
veh_0,46.1,-E105,876.3,E116,201.8,evehicle,28.3,476.5
veh_0,48.5,-E105,883.1,E116,195.1,evehicle,28.3,477.0
veh_0,50.9,-E105,890.1,E116,188.0,evehicle,28.3,477.5
veh_0,51.1,-E105,897.2,E116,180.9,evehicle,28.3,478.0
veh_0,52.9,-E105,904.6,E116,173.6,evehicle,28.3,478.5
veh_0,51.1,-E105,911.7,E116,166.5,evehicle,28.3,479.0
veh_0,49.6,-E105,918.6,E116,159.6,evehicle,28.3,479.5
veh_0,41.9,-E114,942.0,E116,136.2,evehicle,28.3,481.5
veh_0,45.9,-E114,948.4,E116,129.8,evehicle,28.3,482.0
veh_0,49.5,-E114,955.2,E116,122.9,evehicle,28.3,482.5
veh_0,51.3,-E114,962.4,E116,115.8,evehicle,28.2,483.0
veh_0,51.7,-E114,969.5,E116,108.6,evehicle,28.2,483.5
veh_0,53.0,-E114,976.9,E116,101.3,evehicle,28.2,484.0
veh_0,46.5,-E114,983.4,E116,94.8,evehicle,28.3,484.5
veh_0,38.4,-E114,988.7,E116,89.5,evehicle,28.3,485.0
veh_0,31.6,-E114,993.1,E116,85.1,evehicle,28.3,485.5
veh_0,23.5,-E114,996.3,E116,81.8,evehicle,28.3,486.0
veh_0,26.9,E116,1019.1,E116,59.1,evehicle,28.3,489.0
veh_0,29.6,E116,1023.2,E116,55.0,evehicle,28.3,489.5
veh_0,32.7,E116,1027.8,E116,50.4,evehicle,28.3,490.0
veh_0,36.5,E116,1032.8,E116,45.3,evehicle,28.3,490.5
veh_0,39.8,E116,1038.3,E116,39.8,evehicle,28.3,491.0
veh_0,42.6,E116,1044.3,E116,33.9,evehicle,28.3,491.5
veh_0,47.3,E116,1050.8,E116,27.3,evehicle,28.2,492.0
veh_0,49.9,E116,1057.7,E116,20.4,evehicle,28.2,492.5
veh_0,51.7,E116,1064.9,E116,13.2,evehicle,28.2,493.0
veh_0,51.6,E116,1072.1,E116,6.1,evehicle,28.2,493.5
